Database,Table,Column,Datatype,Missing,Distinct
bike_1,trip,zip_code,object,0,475
bike_1,weather,date,object,0,733
bike_1,weather,max_temperature_f,object,0,56
bike_1,weather,mean_temperature_f,object,0,47
bike_1,weather,min_temperature_f,object,0,46
bike_1,weather,max_dew_point_f,object,0,46
bike_1,weather,mean_dew_point_f,object,0,52
bike_1,weather,min_dew_point_f,object,0,57
bike_1,weather,max_humidity,object,0,61
bike_1,weather,mean_humidity,object,0,73
bike_1,weather,min_humidity,object,0,78
bike_1,weather,max_sea_level_pressure_inches,object,0,83
bike_1,weather,mean_sea_level_pressure_inches,object,0,81
bike_1,weather,min_sea_level_pressure_inches,object,0,90
bike_1,weather,max_visibility_miles,object,0,12
bike_1,weather,mean_visibility_miles,object,0,18
bike_1,weather,min_visibility_miles,object,0,14
bike_1,weather,max_wind_Speed_mph,object,0,50
bike_1,weather,mean_wind_speed_mph,object,0,25
bike_1,weather,max_gust_speed_mph,object,0,46
bike_1,weather,precipitation_inches,object,0,86
bike_1,weather,cloud_cover,object,0,10
bike_1,weather,events,object,0,6
bike_1,weather,wind_dir_degrees,object,0,331
bike_1,weather,zip_code,int64,0,5
body_builder,body_builder,Body_Builder_ID,int64,0,5
body_builder,body_builder,People_ID,int64,0,5
body_builder,body_builder,Snatch,float64,0,4
body_builder,body_builder,Clean_Jerk,float64,0,3
body_builder,body_builder,Total,float64,0,4
body_builder,people,People_ID,int64,0,6
body_builder,people,Name,object,0,6
body_builder,people,Height,float64,0,6
body_builder,people,Weight,float64,0,6
body_builder,people,Birth_Date,object,0,6
body_builder,people,Birth_Place,object,0,6
book_2,publication,Publication_ID,int64,0,7
book_2,publication,Book_ID,int64,0,7
book_2,publication,Publisher,object,0,5
book_2,publication,Publication_Date,object,0,6
book_2,publication,Price,float64,0,5
book_2,book,Book_ID,int64,0,10
book_2,book,Title,object,0,10
book_2,book,Issues,float64,0,6
book_2,book,Writer,object,0,8
browser_web,Web_client_accelerator,id,int64,0,19
browser_web,Web_client_accelerator,name,object,0,19
browser_web,Web_client_accelerator,Operating_system,object,0,14
browser_web,Web_client_accelerator,Client,object,0,8
browser_web,Web_client_accelerator,Connection,object,0,8
browser_web,browser,id,int64,0,4
browser_web,browser,name,object,0,4
browser_web,browser,market_share,float64,0,4
browser_web,accelerator_compatible_browser,accelerator_id,int64,0,5
browser_web,accelerator_compatible_browser,browser_id,int64,0,4
browser_web,accelerator_compatible_browser,compatible_since_year,int64,0,8
candidate_poll,candidate,Candidate_ID,int64,0,6
candidate_poll,candidate,People_ID,int64,0,6
candidate_poll,candidate,Poll_Source,object,0,3
candidate_poll,candidate,Date,object,0,3
candidate_poll,candidate,Support_rate,float64,0,5
candidate_poll,candidate,Consider_rate,float64,0,5
candidate_poll,candidate,Oppose_rate,float64,0,4
candidate_poll,candidate,Unsure_rate,float64,0,4
candidate_poll,people,People_ID,int64,0,9
candidate_poll,people,Sex,object,0,2
candidate_poll,people,Name,object,0,9
candidate_poll,people,Date_of_Birth,object,0,9
candidate_poll,people,Height,float64,0,8
candidate_poll,people,Weight,float64,0,8
car_1,continents,ContId,int64,0,5
car_1,continents,Continent,object,0,5
car_1,countries,CountryId,int64,0,15
car_1,countries,CountryName,object,0,15
car_1,countries,Continent,int64,0,5
car_1,car_makers,Id,int64,0,22
car_1,car_makers,Maker,object,0,22
car_1,car_makers,FullName,object,0,22
car_1,car_makers,Country,object,0,8
car_1,model_list,ModelId,int64,0,36
car_1,model_list,Maker,int64,0,23
car_1,model_list,Model,object,0,36
car_1,car_names,MakeId,int64,0,406
car_1,car_names,Model,object,0,33
car_1,car_names,Make,object,0,310
car_1,cars_data,Id,int64,0,406
car_1,cars_data,MPG,object,0,130
car_1,cars_data,Cylinders,int64,0,5
car_1,cars_data,Edispl,float64,0,83
car_1,cars_data,Horsepower,object,0,94
car_1,cars_data,Weight,int64,0,356
car_1,cars_data,Accelerate,float64,0,96
car_1,cars_data,Year,int64,0,13
chinook_1,Album,AlbumId,int64,0,347
chinook_1,Album,Title,object,0,347
chinook_1,Album,ArtistId,int64,0,204
chinook_1,Artist,ArtistId,int64,0,275
chinook_1,Artist,Name,object,0,275
chinook_1,Customer,CustomerId,int64,0,59
chinook_1,Customer,FirstName,object,0,57
chinook_1,Customer,LastName,object,0,59
chinook_1,Customer,Company,object,49,10
chinook_1,Customer,Address,object,0,59
chinook_1,Customer,City,object,0,53
chinook_1,Customer,State,object,29,25
chinook_1,Customer,Country,object,0,24
chinook_1,Customer,PostalCode,object,4,55
chinook_1,Customer,Phone,object,1,58
chinook_1,Customer,Fax,object,47,12
chinook_1,Customer,Email,object,0,59
chinook_1,Customer,SupportRepId,int64,0,3
chinook_1,Employee,EmployeeId,int64,0,8
chinook_1,Employee,LastName,object,0,8
chinook_1,Employee,FirstName,object,0,8
chinook_1,Employee,Title,object,0,5
chinook_1,Employee,ReportsTo,float64,1,3
chinook_1,Employee,BirthDate,object,0,8
chinook_1,Employee,HireDate,object,0,7
chinook_1,Employee,Address,object,0,8
chinook_1,Employee,City,object,0,3
chinook_1,Employee,State,object,0,1
chinook_1,Employee,Country,object,0,1
chinook_1,Employee,PostalCode,object,0,8
chinook_1,Employee,Phone,object,0,7
chinook_1,Employee,Fax,object,0,8
chinook_1,Employee,Email,object,0,8
chinook_1,Genre,GenreId,int64,0,25
chinook_1,Genre,Name,object,0,25
chinook_1,Invoice,InvoiceId,int64,0,412
chinook_1,Invoice,CustomerId,int64,0,59
chinook_1,Invoice,InvoiceDate,object,0,354
chinook_1,Invoice,BillingAddress,object,0,59
chinook_1,Invoice,BillingCity,object,0,53
chinook_1,Invoice,BillingState,object,202,25
chinook_1,Invoice,BillingCountry,object,0,24
chinook_1,Invoice,BillingPostalCode,object,28,55
chinook_1,Invoice,Total,float64,0,23
chinook_1,InvoiceLine,InvoiceLineId,int64,0,2240
chinook_1,InvoiceLine,InvoiceId,int64,0,412
chinook_1,InvoiceLine,TrackId,int64,0,1984
chinook_1,InvoiceLine,UnitPrice,float64,0,2
chinook_1,InvoiceLine,Quantity,int64,0,1
chinook_1,MediaType,MediaTypeId,int64,0,5
chinook_1,MediaType,Name,object,0,5
chinook_1,Playlist,PlaylistId,int64,0,18
chinook_1,Playlist,Name,object,0,14
chinook_1,PlaylistTrack,PlaylistId,int64,0,14
chinook_1,PlaylistTrack,TrackId,int64,0,3503
chinook_1,Track,TrackId,int64,0,3503
chinook_1,Track,Name,object,0,3257
chinook_1,Track,AlbumId,int64,0,347
chinook_1,Track,MediaTypeId,int64,0,5
chinook_1,Track,GenreId,int64,0,25
chinook_1,Track,Composer,object,978,852
chinook_1,Track,Milliseconds,int64,0,3080
chinook_1,Track,Bytes,int64,0,3501
chinook_1,Track,UnitPrice,float64,0,2
cinema,film,Film_ID,int64,0,5
cinema,film,Rank_in_series,int64,0,5
cinema,film,Number_in_season,int64,0,5
cinema,film,Title,object,0,5
cinema,film,Directed_by,object,0,2
cinema,film,Original_air_date,object,0,5
cinema,film,Production_code,object,0,5
cinema,cinema,Cinema_ID,int64,0,10
cinema,cinema,Name,object,0,10
cinema,cinema,Openning_year,int64,0,6
cinema,cinema,Capacity,int64,0,10
cinema,cinema,Location,object,0,7
cinema,schedule,Cinema_ID,int64,0,5
cinema,schedule,Film_ID,int64,0,5
cinema,schedule,Date,object,0,6
cinema,schedule,Show_times_per_day,int64,0,4
cinema,schedule,Price,float64,0,4
city_record,city,City_ID,int64,0,13
city_record,city,City,object,0,13
city_record,city,Hanzi,object,0,13
city_record,city,Hanyu_Pinyin,object,0,13
city_record,city,Regional_Population,int64,0,13
city_record,city,GDP,float64,0,13
city_record,match,Match_ID,int64,0,6
city_record,match,Date,object,0,5
city_record,match,Venue,object,0,2
city_record,match,Score,object,0,4
city_record,match,Result,object,0,5
city_record,match,Competition,object,0,3
city_record,temperature,City_ID,int64,0,8
city_record,temperature,Jan,float64,0,7
city_record,temperature,Feb,float64,0,7
city_record,temperature,Mar,float64,0,5
city_record,temperature,Apr,float64,0,6
city_record,temperature,Jun,float64,0,8
city_record,temperature,Jul,float64,0,7
city_record,temperature,Aug,float64,0,8
city_record,temperature,Sep,float64,0,7
city_record,temperature,Oct,float64,0,6
city_record,temperature,Nov,float64,0,5
city_record,temperature,Dec,float64,0,5
city_record,hosting_city,Year,int64,0,6
city_record,hosting_city,Match_ID,int64,0,6
city_record,hosting_city,Host_City,object,0,5
climbing,mountain,Mountain_ID,int64,0,7
climbing,mountain,Name,object,0,7
climbing,mountain,Height,float64,0,7
climbing,mountain,Prominence,float64,0,7
climbing,mountain,Range,object,0,3
climbing,mountain,Country,object,0,4
climbing,climber,Climber_ID,int64,0,10
climbing,climber,Name,object,0,10
climbing,climber,Country,object,0,3
climbing,climber,Time,object,0,10
climbing,climber,Points,float64,0,10
climbing,climber,Mountain_ID,int64,0,5
club_1,Student,StuID,int64,0,34
club_1,Student,LName,object,0,31
club_1,Student,Fname,object,0,24
club_1,Student,Age,int64,0,9
club_1,Student,Sex,object,0,2
club_1,Student,Major,int64,0,6
club_1,Student,Advisor,int64,0,18
club_1,Student,city_code,object,0,19
club_1,Club,ClubID,int64,0,4
club_1,Club,ClubName,object,0,4
club_1,Club,ClubDesc,object,0,4
club_1,Club,ClubLocation,object,0,2
club_1,Member_of_club,StuID,int64,0,4
club_1,Member_of_club,ClubID,int64,0,3
club_1,Member_of_club,Position,object,0,4
coffee_shop,shop,Shop_ID,int64,0,10
coffee_shop,shop,Address,object,0,10
coffee_shop,shop,Num_of_staff,object,0,10
coffee_shop,shop,Score,float64,0,7
coffee_shop,shop,Open_Year,object,0,4
coffee_shop,member,Member_ID,int64,0,10
coffee_shop,member,Name,object,0,10
coffee_shop,member,Membership_card,object,0,2
coffee_shop,member,Age,int64,0,9
coffee_shop,member,Time_of_purchase,int64,0,7
coffee_shop,member,Level_of_membership,int64,0,7
coffee_shop,member,Address,object,0,4
coffee_shop,happy_hour,HH_ID,int64,0,10
coffee_shop,happy_hour,Shop_ID,int64,0,5
coffee_shop,happy_hour,Month,object,0,4
coffee_shop,happy_hour,Num_of_shaff_in_charge,int64,0,6
coffee_shop,happy_hour_member,HH_ID,int64,0,6
coffee_shop,happy_hour_member,Member_ID,int64,0,3
coffee_shop,happy_hour_member,Total_amount,float64,0,6
college_1,CLASS,CLASS_CODE,object,0,13
college_1,CLASS,CRS_CODE,object,0,6
college_1,CLASS,CLASS_SECTION,object,0,3
college_1,CLASS,CLASS_TIME,object,0,8
college_1,CLASS,CLASS_ROOM,object,0,6
college_1,CLASS,PROF_NUM,int64,0,6
college_1,COURSE,CRS_CODE,object,0,6
college_1,COURSE,DEPT_CODE,object,0,2
college_1,COURSE,CRS_DESCRIPTION,object,0,6
college_1,COURSE,CRS_CREDIT,float64,0,2
college_1,DEPARTMENT,DEPT_CODE,object,0,11
college_1,DEPARTMENT,DEPT_NAME,object,0,11
college_1,DEPARTMENT,SCHOOL_CODE,object,0,2
college_1,DEPARTMENT,EMP_NUM,int64,0,11
college_1,DEPARTMENT,DEPT_ADDRESS,object,0,11
college_1,DEPARTMENT,DEPT_EXTENSION,object,0,11
college_1,EMPLOYEE,EMP_NUM,int64,0,37
college_1,EMPLOYEE,EMP_LNAME,object,0,32
college_1,EMPLOYEE,EMP_FNAME,object,0,31
college_1,EMPLOYEE,EMP_INITIAL,object,0,17
college_1,EMPLOYEE,EMP_JOBCODE,object,0,4
college_1,EMPLOYEE,EMP_HIREDATE,object,0,32
college_1,EMPLOYEE,EMP_DOB,object,0,37
college_1,ENROLL,CLASS_CODE,object,0,3
college_1,ENROLL,STU_NUM,int64,0,2
college_1,ENROLL,ENROLL_GRADE,object,0,3
college_1,PROFESSOR,EMP_NUM,int64,0,22
college_1,PROFESSOR,DEPT_CODE,object,0,11
college_1,PROFESSOR,PROF_OFFICE,object,0,19
college_1,PROFESSOR,PROF_EXTENSION,object,0,19
college_1,PROFESSOR,PROF_HIGH_DEGREE,object,0,4
college_1,STUDENT,STU_NUM,int64,0,8
college_1,STUDENT,STU_LNAME,object,0,7
college_1,STUDENT,STU_FNAME,object,0,7
college_1,STUDENT,STU_INIT,object,0,8
college_1,STUDENT,STU_DOB,object,0,8
college_1,STUDENT,STU_HRS,int64,0,8
college_1,STUDENT,STU_CLASS,object,0,4
college_1,STUDENT,STU_GPA,float64,0,8
college_1,STUDENT,STU_TRANSFER,int64,0,2
college_1,STUDENT,DEPT_CODE,object,0,5
college_1,STUDENT,STU_PHONE,object,0,6
college_1,STUDENT,PROF_NUM,int64,0,6
college_2,classroom,building,object,0,20
college_2,classroom,room_number,object,0,27
college_2,classroom,capacity,int64,0,25
college_2,department,dept_name,object,0,20
college_2,department,building,object,0,16
college_2,department,budget,float64,0,20
college_2,course,course_id,object,0,200
college_2,course,title,object,0,133
college_2,course,dept_name,object,0,20
college_2,course,credits,int64,0,2
college_2,instructor,ID,object,0,50
college_2,instructor,name,object,0,50
college_2,instructor,dept_name,object,0,17
college_2,instructor,salary,float64,0,50
college_2,section,course_id,object,0,85
college_2,section,sec_id,object,0,3
college_2,section,semester,object,0,2
college_2,section,year,int64,0,10
college_2,section,building,object,0,18
college_2,section,room_number,object,0,25
college_2,section,time_slot_id,object,0,16
college_2,teaches,ID,object,0,31
college_2,teaches,course_id,object,0,85
college_2,teaches,sec_id,object,0,3
college_2,teaches,semester,object,0,2
college_2,teaches,year,int64,0,10
college_2,student,ID,object,0,2000
college_2,student,name,object,0,1568
college_2,student,dept_name,object,0,20
college_2,student,tot_cred,int64,0,130
college_2,takes,ID,object,0,2000
college_2,takes,course_id,object,0,85
college_2,takes,sec_id,object,0,3
college_2,takes,semester,object,0,2
college_2,takes,year,int64,0,10
college_2,takes,grade,object,0,9
college_2,advisor,s_ID,object,0,2000
college_2,advisor,i_ID,object,0,50
college_2,time_slot,time_slot_id,object,0,8
college_2,time_slot,day,object,0,5
college_2,time_slot,start_hr,int64,0,7
college_2,time_slot,start_min,int64,0,2
college_2,time_slot,end_hr,int64,0,7
college_2,time_slot,end_min,int64,0,3
college_2,prereq,course_id,object,0,79
college_2,prereq,prereq_id,object,0,78
college_3,Student,StuID,int64,0,34
college_3,Student,LName,object,0,31
college_3,Student,Fname,object,0,24
college_3,Student,Age,int64,0,9
college_3,Student,Sex,object,0,2
college_3,Student,Major,int64,0,6
college_3,Student,Advisor,int64,0,18
college_3,Student,city_code,object,0,19
college_3,Faculty,FacID,int64,0,58
college_3,Faculty,Lname,object,0,58
college_3,Faculty,Fname,object,0,53
college_3,Faculty,Rank,object,0,4
college_3,Faculty,Sex,object,0,2
college_3,Faculty,Phone,int64,0,58
college_3,Faculty,Room,object,0,18
college_3,Faculty,Building,object,0,3
college_3,Department,DNO,int64,0,26
college_3,Department,Division,object,0,2
college_3,Department,DName,object,0,26
college_3,Department,Room,object,0,24
college_3,Department,Building,object,0,12
college_3,Department,DPhone,int64,0,26
college_3,Member_of,FacID,int64,0,58
college_3,Member_of,DNO,int64,0,4
college_3,Member_of,Appt_Type,object,0,2
college_3,Course,CID,object,0,76
college_3,Course,CName,object,0,72
college_3,Course,Credits,int64,0,4
college_3,Course,Instructor,int64,0,45
college_3,Course,Days,object,0,11
college_3,Course,Hours,object,0,29
college_3,Course,DNO,int64,0,4
college_3,Minor_in,StuID,int64,0,10
college_3,Minor_in,DNO,int64,0,8
college_3,Enrolled_in,StuID,int64,0,34
college_3,Enrolled_in,CID,object,0,42
college_3,Enrolled_in,Grade,object,0,12
college_3,Gradeconversion,lettergrade,object,0,13
college_3,Gradeconversion,gradepoint,float64,0,12
company_1,works_on,Essn,int64,0,8
company_1,works_on,Pno,int64,0,6
company_1,works_on,Hours,float64,1,9
company_1,employee,Fname,object,0,8
company_1,employee,Minit,object,0,8
company_1,employee,Lname,object,0,8
company_1,employee,Ssn,int64,0,8
company_1,employee,Bdate,object,0,8
company_1,employee,Address,object,0,8
company_1,employee,Sex,object,0,2
company_1,employee,Salary,int64,0,6
company_1,employee,Super_ssn,float64,1,3
company_1,employee,Dno,int64,0,3
company_1,department,Dname,object,0,3
company_1,department,Dnumber,int64,0,3
company_1,department,Mgr_ssn,int64,0,3
company_1,department,Mgr_start_date,object,0,3
company_1,project,Pname,object,0,6
company_1,project,Pnumber,int64,0,6
company_1,project,Plocation,object,0,4
company_1,project,Dnum,int64,0,3
company_1,dependent,Essn,int64,0,3
company_1,dependent,Dependent_name,object,0,6
